temp,feelsLike,pressure,humidity,clouds,windSpeed,windDir,gustSpeed,result
25.0,25.9,961.0,88.0,87.0,2.6,230.0,5.2,1
25.0,25.9,961.0,88.0,87.0,1.5,200.0,4.0,1
24.0,24.9,962.0,94.0,87.0,2.6,230.0,3.6,1
24.0,24.9,962.0,94.0,87.0,2.6,230.0,3.6,1
24.0,24.9,962.0,94.0,87.0,1.2,220.0,3.2,1
24.0,24.9,962.0,94.0,87.0,1.2,210.0,2.8,1
23.0,23.9,966.0,96.0,100.0,2.4,250.0,4.4,1
31.0,36.4,964.0,66.0,87.0,5.1,200.0,8.8,1
31.0,36.4,964.0,66.0,87.0,3.6,200.0,9.6,1
31.0,37.6,964.0,70.0,87.0,4.1,200.0,10.0,1
29.0,32.7,965.0,70.0,87.0,4.1,190.0,7.2,1
29.0,32.7,965.0,70.0,87.0,3.1,180.0,6.4,1
34.0,38.1,964.0,49.0,25.0,3.1,160.0,8.0,1
25.3,25.8,982.0,74.0,25.0,3.04,242.0,4.0,0
25.3,25.9,982.0,74.0,25.0,2.38,232.0,3.0,0
26.0,26.5,983.0,71.0,25.0,3.02,241.0,3.02,0
27.4,28.9,983.0,64.0,25.0,2.8,255.0,3.0,0
29.2,30.8,983.0,56.0,25.0,2.68,248.0,4.0,0
32.2,33.3,983.0,44.0,25.0,3.39,264.0,7.0,0
35.0,35.9,981.0,35.0,25.0,4.87,263.0,7.0,0
35.7,36.4,980.0,33.0,25.0,5.5,254.0,7.0,0
36.6,37.3,979.0,31.0,17.0,4.91,256.0,7.0,0
37.2,37.7,978.0,29.0,11.0,4.51,265.0,6.0,0
37.3,37.7,978.0,28.0,35.0,4.56,289.0,5.0,0
36.7,37.3,978.0,30.0,99.0,5.88,304.0,5.88,0
34.5,34.6,979.0,33.0,99.0,6.54,300.0,7.0,0
33.0,33.1,980.0,37.0,39.0,4.88,283.0,7.0,0
31.1,31.6,982.0,44.0,22.0,4.05,244.0,6.0,0
29.6,30.7,983.0,52.0,25.0,3.67,243.0,5.0,0
29.1,30.3,983.0,54.0,25.0,3.35,242.0,5.0,0
28.7,29.6,983.0,53.0,25.0,3.67,256.0,6.0,0
27.9,29.0,983.0,57.0,88.0,3.39,249.0,6.0,0
27.4,28.5,982.0,59.0,91.0,2.77,241.0,4.0,0
26.4,26.8,982.0,64.0,37.0,2.85,218.0,4.0,0
25.7,26.2,982.0,68.0,64.0,2.77,227.0,4.0,0
25.2,25.7,982.0,71.0,62.0,2.74,228.0,4.0,0
24.9,25.4,982.0,72.0,92.0,2.61,237.0,4.0,0
24.7,25.1,983.0,74.0,51.0,2.02,231.0,3.0,0
24.6,25.1,984.0,75.0,36.0,1.8,230.0,3.0,0
25.6,26.0,985.0,70.0,25.0,1.75,219.0,2.0,0
27.0,28.2,985.0,63.0,25.0,1.9,219.0,2.0,0
28.7,29.8,985.0,55.0,25.0,2.22,217.0,2.22,0
30.7,31.5,984.0,46.0,25.0,2.53,223.0,4.0,0
33.9,34.3,983.0,36.0,25.0,3.77,217.0,6.0,0
34.9,35.2,982.0,33.0,25.0,4.74,203.0,6.0,0
34.9,35.2,981.0,33.0,23.0,4.09,205.0,6.0,0
36.5,36.7,980.0,29.0,6.0,3.78,230.0,6.0,0
36.7,36.7,979.0,28.0,16.0,4.33,240.0,5.0,0
36.4,36.5,979.0,29.0,59.0,4.57,245.0,5.0,0
34.7,35.0,980.0,34.0,99.0,5.32,247.0,5.32,0
32.6,33.3,981.0,41.0,42.0,4.72,243.0,6.0,0
30.6,31.4,983.0,47.0,22.0,4.7,241.0,6.0,0
29.1,30.4,984.0,55.0,25.0,4.29,241.0,5.0,0
28.1,29.5,984.0,59.0,25.0,3.86,245.0,5.0,0
27.2,28.7,984.0,64.0,25.0,3.36,230.0,4.0,0
26.7,28.1,983.0,67.0,25.0,3.19,224.0,5.0,0
26.0,26.5,983.0,70.0,25.0,3.48,230.0,5.0,0
25.5,26.0,982.0,72.0,25.0,2.91,231.0,5.0,0
25.1,25.5,982.0,73.0,25.0,2.75,230.0,4.0,0
24.8,25.3,982.0,74.0,25.0,2.63,224.0,4.0,0
24.4,24.9,982.0,77.0,25.0,2.46,223.0,4.0,0
24.2,24.7,983.0,78.0,25.0,1.9,232.0,3.0,0
24.2,24.8,983.0,78.0,25.0,1.42,244.0,3.0,0
25.2,25.7,984.0,74.0,25.0,2.42,230.0,3.0,0
26.8,28.2,985.0,65.0,25.0,2.23,185.0,2.23,0
28.4,29.7,984.0,57.0,7.0,2.8,223.0,3.0,0
30.7,31.8,984.0,48.0,24.0,3.37,223.0,4.0,0
33.7,34.2,982.0,37.0,13.0,3.53,242.0,7.0,0
35.8,36.4,981.0,32.0,25.0,4.72,219.0,7.0,0
36.1,36.6,980.0,31.0,25.0,5.49,205.0,6.0,0
36.7,37.0,979.0,29.0,45.0,4.14,209.0,6.0,0
36.8,37.1,979.0,29.0,92.0,3.4,232.0,5.0,0
36.0,36.2,979.0,30.0,100.0,3.49,256.0,4.0,0
34.1,34.7,980.0,36.0,100.0,4.14,257.0,6.0,0
33.1,33.5,981.0,38.0,98.0,4.77,262.0,7.0,0
32.0,32.6,982.0,42.0,4.0,4.37,279.0,7.0,0
30.1,30.9,983.0,48.0,4.0,3.03,267.0,4.0,0
29.0,29.9,984.0,52.0,3.0,2.73,254.0,3.0,0
28.0,29.1,984.0,57.0,3.0,2.82,236.0,3.0,0
27.2,28.4,984.0,60.0,3.0,2.66,228.0,3.0,0
26.8,28.1,984.0,64.0,1.0,2.38,236.0,3.0,0
26.4,26.8,983.0,65.0,0.0,2.28,248.0,3.0,0
26.0,26.4,983.0,66.0,3.0,1.92,240.0,3.0,0
25.4,25.8,983.0,70.0,6.0,2.12,213.0,3.0,0
25.0,25.4,983.0,72.0,2.0,1.71,225.0,2.0,0
24.7,25.1,983.0,74.0,1.0,1.97,224.0,3.0,0
24.6,25.1,984.0,75.0,1.0,1.76,223.0,3.0,0
25.9,26.4,985.0,69.0,1.0,2.19,238.0,2.19,0
27.6,29.0,985.0,61.0,10.0,2.2,240.0,2.2,0
29.5,30.8,986.0,53.0,5.0,2.17,223.0,2.17,0
31.5,32.6,985.0,46.0,2.0,3.11,210.0,4.0,0
33.2,34.6,984.0,42.0,25.0,4.02,207.0,5.0,0
34.6,35.6,983.0,37.0,25.0,4.74,197.0,5.0,0
35.6,36.5,982.0,34.0,25.0,4.67,192.0,5.0,0
36.1,36.8,981.0,32.0,87.0,3.65,204.0,5.0,0
35.1,35.8,981.0,34.0,100.0,3.32,249.0,5.0,0
34.2,34.8,981.0,36.0,100.0,3.59,251.0,5.0,0
33.3,34.0,982.0,39.0,72.0,4.11,242.0,6.0,0
32.4,33.2,983.0,42.0,25.0,4.99,260.0,8.0,0
31.0,31.9,984.0,46.0,26.0,3.22,268.0,5.0,0
30.0,30.9,985.0,49.0,25.0,2.83,271.0,3.0,0
29.3,30.2,985.0,51.0,36.0,2.61,263.0,3.0,0
28.6,29.7,986.0,54.0,25.0,2.94,247.0,3.0,0
27.5,28.7,986.0,59.0,18.0,3.33,238.0,4.0,0
26.9,28.3,985.0,65.0,25.0,3.58,236.0,6.0,0
26.3,26.8,985.0,67.0,25.0,3.14,239.0,5.0,0
25.8,26.2,984.0,69.0,25.0,3.09,244.0,5.0,0
25.5,25.9,984.0,70.0,25.0,2.42,241.0,4.0,0
25.1,25.5,984.0,72.0,25.0,1.71,237.0,2.0,0
24.8,25.2,984.0,72.0,25.0,1.62,222.0,2.0,0
24.9,25.3,985.0,73.0,25.0,1.38,232.0,2.0,0
26.0,26.4,986.0,68.0,25.0,1.8,247.0,1.8,0
27.6,28.9,986.0,60.0,25.0,1.45,246.0,1.45,0
29.6,30.7,987.0,51.0,25.0,1.19,250.0,2.0,0
31.3,32.2,986.0,45.0,25.0,1.56,234.0,3.0,0
34.5,35.2,985.0,36.0,10.0,2.97,234.0,5.0,0
36.4,37.1,984.0,31.0,23.0,4.25,228.0,5.0,0
37.4,38.1,982.0,29.0,40.0,4.99,230.0,5.0,0
37.7,38.4,981.0,28.0,66.0,5.23,233.0,5.23,0
37.4,37.8,981.0,28.0,93.0,5.08,236.0,5.08,0
36.4,36.7,981.0,30.0,97.0,4.28,261.0,5.0,0
34.9,35.2,981.0,33.0,100.0,5.11,293.0,7.0,0
33.6,33.9,982.0,36.0,97.0,4.58,290.0,7.0,0
32.3,32.8,983.0,40.0,54.0,4.05,285.0,6.0,0
30.8,31.5,984.0,45.0,54.0,4.22,256.0,6.0,0
28.8,29.8,985.0,54.0,70.0,4.64,227.0,7.0,0
27.9,29.1,985.0,58.0,65.0,3.56,227.0,6.0,0
27.4,28.9,985.0,63.0,45.0,3.19,227.0,5.0,0
27.0,28.5,985.0,65.0,20.0,3.31,233.0,5.0,0
26.5,27.0,984.0,67.0,19.0,2.71,231.0,4.0,0
26.1,26.6,984.0,69.0,10.0,2.27,234.0,3.0,0
25.7,26.2,984.0,71.0,3.0,1.98,226.0,3.0,0
25.2,25.7,984.0,73.0,8.0,1.61,230.0,2.0,0
25.0,25.5,984.0,75.0,3.0,1.27,236.0,2.0,0
25.0,25.5,985.0,75.0,12.0,1.3,222.0,2.0,0
26.3,26.8,986.0,69.0,24.0,1.58,260.0,1.58,0
28.0,29.6,986.0,62.0,25.0,0.99,251.0,1.0,0
29.8,31.6,986.0,55.0,21.0,1.48,258.0,1.48,0
31.6,33.3,985.0,48.0,25.0,2.2,241.0,3.0,0
33.4,35.1,984.0,43.0,25.0,2.75,222.0,3.0,0
35.0,36.6,983.0,38.0,22.0,3.68,211.0,4.0,0
36.0,37.6,981.0,35.0,25.0,3.77,201.0,4.0,0
36.8,38.4,980.0,33.0,50.0,3.86,199.0,4.0,0
36.5,37.7,979.0,33.0,83.0,3.4,223.0,4.0,0
35.9,37.3,979.0,35.0,100.0,3.89,242.0,4.0,0
33.8,35.1,980.0,40.0,79.0,5.71,220.0,7.0,0
32.1,33.6,981.0,46.0,70.0,6.28,215.0,9.0,0
30.7,32.3,982.0,51.0,62.0,5.78,227.0,9.0,0
29.3,31.0,983.0,57.0,24.0,5.51,232.0,9.0,0
28.3,30.0,983.0,61.0,6.0,4.18,231.0,7.0,0
27.4,29.0,984.0,64.0,23.0,3.64,232.0,6.0,0
27.3,29.0,984.0,66.0,18.0,3.14,251.0,5.0,0
27.0,28.5,983.0,67.0,19.0,2.12,258.0,3.0,0
26.5,27.0,982.0,69.0,10.0,1.78,242.0,3.0,0
26.0,26.5,982.0,71.0,24.0,1.83,242.0,2.0,0
25.6,26.1,982.0,73.0,18.0,2.07,254.0,3.0,0
25.2,25.7,982.0,75.0,24.0,2.02,240.0,3.0,0
24.8,25.3,983.0,77.0,13.0,2.1,238.0,3.0,0
24.8,25.4,983.0,77.0,24.0,2.13,262.0,3.0,0
26.0,26.6,984.0,71.0,23.0,1.93,277.0,2.0,0
28.0,29.6,984.0,62.0,12.0,1.08,294.0,1.08,0
30.0,31.7,984.0,54.0,19.0,0.59,294.0,1.0,0
32.0,33.5,983.0,46.0,24.0,0.66,219.0,2.0,0
33.7,35.5,982.0,42.0,25.0,1.66,174.0,3.0,0
35.2,36.7,981.0,37.0,25.0,2.99,172.0,4.0,0
36.2,37.6,979.0,34.0,25.0,4.29,174.0,5.0,0
36.8,38.4,978.0,33.0,54.0,4.47,175.0,6.0,0
36.3,37.5,978.0,33.0,83.0,3.98,185.0,4.0,0
34.1,35.3,979.0,39.0,70.0,3.17,222.0,5.0,0
33.0,34.6,979.0,44.0,55.0,5.02,216.0,7.0,0
31.2,33.0,980.0,50.0,56.0,5.17,223.0,8.0,0
29.9,31.7,982.0,55.0,25.0,4.82,233.0,7.0,0
28.5,30.2,982.0,60.0,25.0,4.81,232.0,7.0,0
27.5,29.2,982.0,65.0,25.0,4.56,237.0,7.0,0
27.0,28.6,983.0,66.0,25.0,4.36,234.0,7.0,0
26.6,27.1,982.0,69.0,25.0,3.14,226.0,5.0,0
26.2,26.7,982.0,71.0,25.0,2.8,234.0,5.0,0
25.8,26.3,981.0,73.0,25.0,2.36,231.0,4.0,0
25.4,26.0,981.0,75.0,25.0,1.72,224.0,3.0,0
25.2,25.7,981.0,76.0,25.0,1.46,211.0,2.0,0
24.9,25.5,982.0,78.0,25.0,1.57,203.0,2.0,0
24.8,25.4,983.0,78.0,25.0,1.9,219.0,3.0,0
25.7,26.3,983.0,74.0,25.0,2.06,235.0,2.06,0
27.2,29.0,984.0,67.0,25.0,2.09,239.0,2.09,0
29.0,30.9,984.0,59.0,25.0,1.97,244.0,2.0,0
30.8,32.6,984.0,52.0,25.0,1.85,249.0,2.0,0
32.6,34.2,983.0,45.0,25.0,1.19,228.0,2.0,0
33.8,35.4,982.0,41.0,25.0,1.85,212.0,3.0,0
34.5,35.7,981.0,38.0,25.0,2.79,195.0,3.0,0
34.4,35.7,980.0,38.0,25.0,2.53,188.0,2.53,0
34.5,35.6,979.0,37.0,74.0,1.93,173.0,2.0,0
33.5,34.9,980.0,41.0,100.0,0.23,113.0,1.0,0
32.3,33.5,981.0,44.0,87.0,3.58,191.0,5.0,0
31.0,32.4,982.0,49.0,32.0,4.23,198.0,6.0,0
30.0,31.5,982.0,53.0,25.0,4.9,216.0,8.0,0
28.6,30.2,983.0,59.0,25.0,5.36,230.0,9.0,0
26.9,28.5,984.0,67.0,25.0,4.67,246.0,8.0,0
27.0,28.8,984.0,70.0,51.0,2.5,238.0,5.0,0
26.7,28.5,983.0,71.0,27.0,1.73,230.0,3.0,0
26.4,27.0,983.0,73.0,25.0,0.75,146.0,1.0,0
25.9,26.5,982.0,75.0,19.0,0.69,161.0,1.0,0
25.5,26.1,982.0,76.0,23.0,1.06,148.0,1.06,0
25.1,25.8,983.0,79.0,12.0,1.13,197.0,1.13,0
24.9,25.5,983.0,79.0,16.0,1.57,210.0,2.0,0
25.0,25.6,984.0,79.0,24.0,1.44,260.0,2.0,0
26.1,26.7,985.0,73.0,24.0,1.06,288.0,1.06,0
27.6,29.5,985.0,66.0,25.0,1.06,357.0,1.06,0
29.5,31.6,986.0,58.0,25.0,1.59,42.0,1.59,0
31.4,33.3,985.0,50.0,25.0,0.48,49.0,1.0,0
33.3,35.3,984.0,44.0,25.0,1.15,144.0,2.0,0
34.6,36.3,983.0,39.0,62.0,2.82,150.0,3.0,0
35.3,37.0,982.0,37.0,97.0,4.0,151.0,4.0,0
35.2,36.4,981.0,36.0,94.0,3.39,142.0,3.39,0
34.4,35.7,981.0,38.0,100.0,2.0,84.0,2.0,0
32.6,34.0,981.0,44.0,100.0,0.76,146.0,2.0,0
27.8,29.6,983.0,65.0,97.0,4.62,202.0,6.0,0
28.2,30.3,984.0,64.0,90.0,3.47,237.0,5.0,0
28.5,30.6,984.0,62.0,76.0,3.39,262.0,5.0,0
28.1,30.1,984.0,64.0,25.0,2.88,267.0,5.0,0
27.7,29.8,983.0,67.0,98.0,0.9,247.0,2.0,0
26.7,28.4,983.0,71.0,100.0,1.63,281.0,2.0,0
25.8,26.4,983.0,75.0,100.0,2.68,301.0,3.0,0
25.4,26.0,983.0,75.0,100.0,2.04,291.0,2.04,0
25.1,25.7,984.0,77.0,100.0,2.39,261.0,3.0,0
25.1,25.6,985.0,77.0,99.0,2.41,267.0,3.0,0
25.6,26.1,985.0,74.0,85.0,2.02,243.0,2.02,0
27.8,29.6,986.0,64.0,97.0,1.97,247.0,2.0,0
29.4,31.1,985.0,56.0,97.0,1.65,222.0,1.65,0
32.1,34.5,984.0,50.0,40.0,1.76,287.0,2.0,0
33.3,35.5,983.0,45.0,51.0,1.66,300.0,1.66,0
33.9,35.8,982.0,42.0,25.0,1.92,299.0,2.0,0
34.8,36.6,981.0,39.0,58.0,1.94,303.0,2.0,0
32.7,34.7,982.0,46.0,84.0,5.94,240.0,5.94,0
26.9,28.9,984.0,72.0,42.0,3.07,226.0,4.0,0
25.4,26.0,985.0,80.0,100.0,4.38,250.0,7.0,0
25.0,25.7,985.0,79.0,100.0,2.39,225.0,4.0,0
24.4,25.0,986.0,82.0,100.0,2.47,179.0,3.0,0
25.5,26.2,984.0,79.0,99.0,2.13,20.0,3.0,0
25.4,26.0,983.0,79.0,100.0,0.54,86.0,1.0,0
25.4,26.1,983.0,79.0,87.0,1.15,162.0,1.15,0
25.1,25.8,983.0,80.0,100.0,0.46,178.0,2.4,0
25.0,25.7,983.0,81.0,60.0,0.15,212.0,2.4,0
25.2,25.9,984.0,81.0,25.0,0.27,187.0,2.8,0
26.0,26.7,984.0,76.0,25.0,0.59,216.0,3.6,0
27.6,29.8,985.0,69.0,25.0,1.06,274.0,1.06,0
29.5,32.0,985.0,60.0,25.0,0.98,269.0,1.0,0
31.5,33.9,984.0,52.0,25.0,0.92,265.0,1.0,0
33.5,36.6,983.0,48.0,34.0,0.18,356.0,1.0,0
34.5,37.5,982.0,44.0,77.0,0.61,297.0,1.0,0
33.8,36.1,981.0,44.0,91.0,2.42,264.0,2.42,0
30.9,33.3,981.0,54.0,100.0,5.02,254.0,5.02,0
27.5,29.8,983.0,70.0,85.0,3.35,280.0,5.0,0
26.8,29.0,984.0,76.0,80.0,1.51,190.0,2.0,0
26.7,28.7,984.0,75.0,88.0,0.8,185.0,2.0,0
27.7,30.2,983.0,71.0,64.0,1.54,190.0,2.0,0
26.9,28.9,982.0,74.0,93.0,1.71,189.0,2.0,0
26.3,27.0,982.0,76.0,99.0,1.88,175.0,3.0,0
26.6,27.3,983.0,76.0,77.0,1.93,176.0,3.0,0
26.3,27.1,983.0,79.0,32.0,0.98,198.0,1.0,0
26.3,27.0,983.0,79.0,39.0,0.69,237.0,1.0,0
27.0,29.1,984.0,74.0,25.0,0.59,257.0,1.0,0
28.0,30.6,984.0,69.0,21.0,0.49,342.0,1.0,0
29.7,32.6,984.0,62.0,63.0,0.24,7.0,1.0,0
31.3,34.5,984.0,56.0,59.0,0.26,317.0,1.0,0
32.5,36.2,983.0,53.0,39.0,0.38,238.0,1.0,0
33.7,37.2,982.0,48.0,52.0,0.91,324.0,1.0,0
34.1,36.9,981.0,45.0,89.0,2.23,327.0,2.23,0
33.8,36.4,980.0,45.0,87.0,2.81,327.0,2.81,0
33.4,36.0,980.0,46.0,60.0,2.54,316.0,2.54,0
33.4,36.0,979.0,46.0,66.0,2.46,302.0,2.46,0
31.6,34.3,981.0,53.0,84.0,2.72,235.0,4.0,0
30.4,33.0,981.0,57.0,69.0,4.97,230.0,7.0,0
28.6,31.0,982.0,65.0,45.0,4.95,227.0,7.0,0
28.0,30.3,983.0,67.0,25.0,3.58,216.0,5.0,0
27.1,29.1,984.0,71.0,44.0,5.15,203.0,7.0,0
26.6,27.2,984.0,74.0,79.0,3.26,183.0,5.0,0
25.4,26.1,983.0,79.0,21.0,1.32,211.0,2.0,0
25.4,26.1,982.0,79.0,24.0,1.02,259.0,2.0,0
25.3,26.0,982.0,81.0,14.0,1.43,182.0,2.0,0
25.1,25.9,982.0,82.0,24.0,0.86,202.0,1.0,0
25.1,25.8,982.0,82.0,25.0,1.42,242.0,2.0,0
25.1,25.8,983.0,82.0,25.0,1.65,225.0,2.0,0
26.1,26.7,984.0,77.0,25.0,2.08,235.0,2.08,0
27.1,29.2,984.0,72.0,25.0,2.04,234.0,2.04,0
28.8,31.3,984.0,64.0,25.0,1.7,244.0,1.7,0
30.4,32.7,984.0,56.0,25.0,1.64,242.0,2.0,0
32.2,34.8,983.0,50.0,25.0,0.91,224.0,2.0,0
33.5,35.5,982.0,44.0,25.0,1.24,229.0,2.0,0
34.3,36.0,980.0,40.0,25.0,1.9,199.0,3.0,0
35.1,36.6,979.0,37.0,25.0,2.9,191.0,3.0,0
35.5,36.7,979.0,35.0,62.0,3.66,198.0,4.0,0
34.7,35.6,979.0,36.0,71.0,3.82,202.0,3.82,0
33.7,35.0,979.0,40.0,76.0,2.22,193.0,2.22,0
32.6,34.2,980.0,45.0,83.0,2.28,199.0,4.0,0
31.0,33.0,981.0,52.0,33.0,4.96,218.0,7.0,0
28.9,31.0,982.0,61.0,25.0,6.1,230.0,9.0,0
27.7,29.8,983.0,68.0,25.0,4.73,230.0,8.0,0
26.7,28.6,983.0,72.0,25.0,3.38,233.0,7.0,0
27.2,29.0,983.0,69.0,25.0,2.98,232.0,5.0,0
26.6,27.2,983.0,73.0,25.0,2.62,217.0,4.0,0
26.2,26.8,982.0,74.0,25.0,2.54,218.0,4.0,0
26.0,26.6,982.0,75.0,25.0,1.52,213.0,2.0,0
25.8,26.4,982.0,77.0,25.0,1.54,181.0,2.0,0
25.5,26.1,982.0,78.0,13.0,1.62,202.0,2.0,0
25.2,25.9,983.0,79.0,3.0,1.27,196.0,2.0,0
25.2,25.9,983.0,80.0,7.0,0.99,202.0,1.0,0
26.1,26.8,984.0,75.0,17.0,1.25,243.0,1.25,0
27.6,29.9,985.0,69.0,18.0,0.87,247.0,1.0,0
29.5,32.2,985.0,61.0,25.0,0.46,287.0,1.0,0
31.2,33.8,984.0,54.0,25.0,0.6,302.0,1.0,0
32.9,35.8,983.0,49.0,25.0,1.29,192.0,1.29,0
34.0,36.5,982.0,44.0,25.0,1.95,180.0,2.0,0
34.9,37.0,981.0,40.0,36.0,2.65,177.0,3.0,0
35.2,36.7,980.0,37.0,77.0,2.41,185.0,2.41,0
34.7,36.2,979.0,38.0,97.0,1.5,341.0,3.0,0
30.0,32.0,980.0,55.0,100.0,6.09,13.0,7.0,0
28.0,30.0,981.0,64.0,100.0,3.55,38.0,4.0,0
27.9,30.0,982.0,66.0,100.0,3.69,47.0,4.0,0
27.8,30.0,982.0,67.0,100.0,3.41,43.0,3.41,0
27.6,29.7,983.0,68.0,49.0,2.02,41.0,2.02,0
27.6,29.8,984.0,68.0,15.0,0.22,28.0,1.0,0
27.6,29.7,984.0,68.0,25.0,1.13,195.0,2.0,0
26.6,27.3,984.0,74.0,25.0,0.58,87.0,1.0,0
26.3,27.0,984.0,75.0,25.0,0.77,356.0,1.0,0
26.1,26.7,983.0,76.0,25.0,0.29,276.0,1.0,0
25.9,26.5,983.0,77.0,25.0,1.11,239.0,1.11,0
25.6,26.2,982.0,77.0,25.0,1.78,225.0,2.0,0
25.2,25.8,983.0,77.0,25.0,1.82,221.0,2.0,0
25.0,25.6,983.0,77.0,25.0,1.47,218.0,1.47,0
25.0,25.6,984.0,76.0,25.0,1.22,214.0,1.22,0
25.9,26.4,984.0,72.0,25.0,1.28,241.0,1.28,0
27.1,28.8,985.0,67.0,25.0,1.48,220.0,1.48,0
28.9,30.9,985.0,61.0,25.0,2.07,221.0,2.07,0
30.7,32.8,985.0,54.0,25.0,2.06,229.0,2.06,0
32.7,34.9,983.0,47.0,25.0,1.83,238.0,2.0,0
34.2,36.2,982.0,42.0,25.0,1.77,225.0,2.0,0
35.2,36.6,981.0,37.0,25.0,1.95,211.0,2.0,0
35.8,36.9,980.0,34.0,25.0,2.48,206.0,2.48,0
36.2,36.8,979.0,31.0,25.0,2.72,209.0,2.72,0
36.3,36.6,979.0,30.0,58.0,2.55,202.0,2.55,0
35.6,36.0,979.0,32.0,75.0,1.57,198.0,2.0,0
33.4,34.3,981.0,39.0,100.0,0.67,305.0,5.0,0
32.0,32.9,982.0,43.0,100.0,1.23,329.0,5.0,0
31.5,32.5,983.0,45.0,70.0,1.48,263.0,3.0,0
30.3,31.1,983.0,48.0,44.0,4.75,240.0,5.0,0
28.4,29.5,984.0,55.0,36.0,5.15,242.0,8.0,0
27.8,28.8,984.0,57.0,30.0,4.54,246.0,7.0,0
27.3,28.5,984.0,60.0,18.0,2.37,215.0,4.0,0
26.7,27.9,983.0,63.0,25.0,2.66,187.0,4.0,0
26.2,26.6,983.0,65.0,23.0,1.87,211.0,3.0,0
26.0,26.4,983.0,67.0,23.0,1.56,216.0,2.0,0
25.6,26.1,983.0,69.0,3.0,1.46,223.0,2.0,0
25.3,25.8,984.0,70.0,7.0,1.51,213.0,2.0,0
25.1,25.6,984.0,72.0,16.0,1.42,217.0,2.0,0
26.2,26.6,985.0,68.0,2.0,1.73,228.0,1.73,0
27.8,29.3,985.0,61.0,1.0,1.23,269.0,1.23,0
29.8,31.5,985.0,54.0,7.0,0.54,251.0,5.6,0
31.5,33.3,985.0,49.0,4.0,1.22,221.0,1.22,0
33.0,34.8,984.0,44.0,5.0,2.02,228.0,2.02,0
34.5,36.0,982.0,39.0,9.0,2.22,215.0,2.22,0
35.7,36.5,981.0,33.0,4.0,2.63,218.0,3.0,0
36.4,36.8,980.0,30.0,2.0,2.93,223.0,3.0,0
36.8,36.9,979.0,28.0,7.0,3.2,218.0,3.2,0
36.6,36.6,979.0,28.0,12.0,3.48,213.0,3.48,0
36.2,36.2,979.0,29.0,42.0,3.67,210.0,3.67,0
34.4,34.6,980.0,34.0,96.0,3.98,210.0,6.0,0
33.2,33.9,981.0,39.0,98.0,6.37,223.0,9.0,0
31.3,33.0,982.0,49.0,88.0,6.92,231.0,10.0,0
30.2,31.9,983.0,53.0,87.0,6.72,238.0,10.0,0
29.3,31.1,983.0,57.0,58.0,6.03,239.0,9.0,0
28.4,30.2,983.0,61.0,60.0,4.67,237.0,7.0,0
27.7,29.6,983.0,65.0,37.0,3.34,206.0,5.0,0
27.1,28.8,983.0,67.0,86.0,3.27,194.0,4.0,0
27.0,28.7,982.0,67.0,99.0,3.18,212.0,4.0,0
26.9,28.5,982.0,68.0,92.0,2.61,223.0,3.0,0
26.6,27.2,982.0,69.0,50.0,2.67,223.0,3.0,0
26.2,26.8,983.0,71.0,25.0,2.69,232.0,4.0,0
25.8,26.4,983.0,73.0,25.0,2.5,234.0,4.0,0
26.8,28.5,984.0,69.0,23.0,2.59,234.0,2.59,0
28.3,30.4,985.0,63.0,25.0,2.07,239.0,2.07,0
30.2,32.5,985.0,56.0,25.0,1.66,253.0,2.0,0
32.1,34.2,984.0,49.0,22.0,1.19,240.0,2.0,0
33.7,36.0,983.0,44.0,20.0,0.79,216.0,2.0,0
34.8,36.8,982.0,40.0,25.0,1.72,193.0,3.0,0
35.9,37.4,981.0,35.0,29.0,3.31,184.0,4.0,0
36.7,37.9,979.0,32.0,74.0,4.13,189.0,5.0,0
36.5,37.2,979.0,31.0,83.0,3.9,202.0,4.0,0
36.1,36.5,979.0,31.0,60.0,2.95,206.0,3.0,0
35.4,36.0,979.0,33.0,72.0,5.78,219.0,6.0,0
32.6,34.0,981.0,44.0,63.0,7.97,232.0,10.0,0
30.7,32.2,982.0,50.0,24.0,7.66,235.0,10.0,0
29.6,31.0,982.0,54.0,25.0,6.87,236.0,9.0,0
29.0,30.7,983.0,57.0,25.0,5.9,241.0,9.0,0
28.5,30.1,984.0,59.0,25.0,4.93,245.0,7.0,0
28.0,29.7,983.0,62.0,25.0,3.37,243.0,5.0,0
27.4,29.0,983.0,65.0,25.0,2.85,237.0,5.0,0
26.8,28.3,982.0,68.0,25.0,2.41,227.0,4.0,0
26.4,26.9,982.0,69.0,25.0,2.56,243.0,4.0,0
26.0,26.5,982.0,71.0,25.0,2.36,231.0,4.0,0
25.6,26.1,982.0,72.0,25.0,2.29,227.0,3.0,0
25.2,25.7,983.0,74.0,25.0,2.32,240.0,4.0,0
25.1,25.6,983.0,75.0,25.0,2.41,243.0,4.0,0
26.2,26.7,984.0,70.0,25.0,2.71,248.0,3.0,0
27.7,29.3,984.0,63.0,23.0,2.23,252.0,2.23,0
29.7,31.2,984.0,54.0,25.0,2.04,257.0,2.04,0
31.5,32.8,984.0,47.0,25.0,2.19,263.0,3.0,0
31.4,32.4,983.0,45.0,25.0,2.01,192.0,3.0,0
32.2,33.0,982.0,42.0,25.0,3.05,189.0,3.05,0
34.1,34.8,980.0,37.0,25.0,3.63,203.0,5.0,0
34.7,35.6,979.0,36.0,25.0,4.44,208.0,5.0,0
