temp,feelsLike,pressure,humidity,clouds,windSpeed,windDir,gustSpeed,result
25.2,26.3,983.0,96.0,100.0,0.4,118.0,4.0,1
24.4,25.5,983.0,98.0,100.0,0.4,332.0,2.0,1
24.4,25.4,982.0,96.0,100.0,1.2,330.0,2.0,1
27.8,31.6,980.0,80.0,88.0,1.2,98.0,4.0,1
28.1,32.4,981.0,80.0,88.0,1.2,70.0,3.2,1
27.8,31.9,982.0,82.0,88.0,1.2,88.0,3.2,1
26.3,27.4,982.0,92.0,87.0,1.2,96.0,2.4,1
30.4,35.5,980.0,68.0,24.0,1.6,44.0,4.4,1
30.0,32.8,990.0,60.0,85.0,1.85,77.0,2.6,1
29.3,32.1,990.0,63.0,83.0,2.02,75.0,2.2,1
27.9,30.7,991.0,72.0,100.0,2.07,77.0,2.5,1
25.6,26.4,992.0,82.0,100.0,2.11,83.0,2.5,1
24.7,25.4,993.0,83.0,100.0,2.29,79.0,2.6,1
23.5,24.3,992.0,91.0,100.0,2.11,126.0,2.3,1
23.1,23.9,993.0,94.0,100.0,1.87,115.0,2.5,1
23.2,24.0,993.0,93.0,100.0,1.43,116.0,1.8,1
23.0,23.8,994.0,93.0,100.0,1.15,114.0,1.4,1
37.3,39.3,999.0,33.0,25.0,5.81,283.0,7.0,1
27.3,28.7,1003.0,63.0,25.0,4.84,263.0,10.0,1
30.0,31.8,1005.0,54.0,25.0,6.13,267.0,8.0,1
31.7,33.4,1005.0,48.0,25.0,6.38,264.0,7.0,1
34.3,37.2,1002.0,44.0,100.0,3.03,160.0,3.03,1
28.9,33.5,1005.0,75.0,25.0,4.83,169.0,7.0,1
28.6,32.3,1006.0,72.0,29.0,3.97,186.0,7.0,1
28.4,31.9,1006.0,73.0,25.0,4.8,190.0,8.0,1
27.8,30.9,1006.0,75.0,25.0,4.26,182.0,6.0,1
27.8,30.8,1005.0,74.0,51.0,3.81,184.0,6.0,1
27.5,30.5,1004.0,78.0,86.0,3.71,190.0,6.0,1
27.1,29.9,1004.0,79.0,95.0,2.85,197.0,5.0,1
27.3,30.1,1004.0,78.0,100.0,2.15,208.0,3.0,1
27.2,30.0,1005.0,77.0,99.0,2.59,205.0,4.0,1
28.5,31.6,1006.0,70.0,100.0,2.41,228.0,3.0,1
29.4,32.6,1007.0,65.0,100.0,2.4,236.0,2.4,1
30.5,33.8,1007.0,60.0,96.0,2.03,249.0,2.03,1
31.0,35.3,1002.0,62.0,37.0,5.72,159.0,7.0,1
26.9,29.2,1004.0,77.0,68.0,1.52,254.0,2.0,1
26.9,29.2,1004.0,76.0,78.0,1.84,241.0,3.0,1
27.1,29.7,1004.0,76.0,39.0,2.16,251.0,4.0,1
27.0,29.5,1005.0,76.0,57.0,2.76,246.0,5.0,1
27.0,29.3,1005.0,76.0,49.0,2.86,243.0,7.0,1
31.4,35.9,1002.0,61.0,100.0,6.16,167.0,6.16,1
30.7,35.8,1002.0,66.0,59.0,5.53,164.0,7.0,1
30.5,35.5,1002.0,67.0,25.0,4.65,172.0,6.0,1
28.9,33.2,1003.0,73.0,38.0,2.63,262.0,4.0,1
27.8,31.3,1004.0,77.0,94.0,3.53,284.0,5.0,1
28.1,31.6,1005.0,75.0,24.0,2.38,246.0,4.0,1
27.8,31.1,1006.0,76.0,88.0,3.49,244.0,6.0,1
27.8,30.9,1006.0,75.0,88.0,3.24,250.0,6.0,1
27.4,30.4,1006.0,77.0,98.0,4.0,243.0,7.0,1
27.1,29.8,1005.0,79.0,28.0,3.9,227.0,8.0,1
27.1,29.8,1004.0,79.0,25.0,3.03,220.0,6.0,1
26.7,29.2,1004.0,81.0,25.0,2.06,265.0,3.0,1
26.5,27.4,1004.0,82.0,25.0,1.64,247.0,2.0,1
26.5,27.3,1004.0,81.0,25.0,1.99,239.0,3.0,1
28.8,32.8,1003.0,73.0,86.0,1.18,119.0,1.18,1
28.3,31.9,1004.0,74.0,79.0,1.11,307.0,2.0,1
24.9,25.9,1006.0,93.0,99.0,6.38,261.0,10.0,1
27.4,30.1,1005.0,76.0,15.0,5.03,239.0,9.0,1
26.4,27.2,1004.0,81.0,25.0,3.92,236.0,7.0,1
34.2,38.2,1001.0,48.0,98.0,6.06,163.0,6.06,1
31.4,36.2,1001.0,62.0,66.0,7.08,163.0,7.08,1
30.9,35.9,1002.0,65.0,30.0,7.38,171.0,8.0,1
27.6,28.6,1003.0,58.0,25.0,5.47,270.0,11.0,1
35.2,39.4,999.0,45.0,40.0,3.55,158.0,3.55,1
35.2,39.7,999.0,46.0,7.0,4.26,165.0,4.26,1
28.8,33.2,1003.0,75.0,4.0,5.53,171.0,7.0,1
28.7,33.1,1004.0,75.0,12.0,5.56,173.0,8.0,1
27.2,30.2,1002.0,81.0,25.0,2.99,178.0,6.0,1
32.7,37.7,1000.0,57.0,25.0,6.05,168.0,6.05,1
33.0,37.4,1001.0,54.0,41.0,4.08,171.0,4.08,1
35.5,37.8,1002.0,39.0,25.0,4.1,266.0,4.1,1
31.2,36.0,1000.0,63.0,96.0,6.22,160.0,7.0,1
29.2,33.4,1001.0,71.0,95.0,6.77,165.0,8.0,1
27.3,30.2,1004.0,78.0,59.0,2.53,167.0,4.0,1
26.9,29.5,1005.0,79.0,64.0,3.97,245.0,6.0,1
25.7,26.6,1005.0,85.0,74.0,6.83,257.0,10.0,1
25.0,25.9,1005.0,90.0,94.0,7.01,242.0,10.0,1
25.2,25.9,1004.0,85.0,73.0,4.57,255.0,7.0,1
24.7,25.5,1002.0,86.0,100.0,3.16,250.0,5.0,1
32.2,37.5,1001.0,60.0,57.0,7.1,159.0,7.1,1
30.8,36.0,1001.0,66.0,35.0,7.32,162.0,7.32,1
27.7,31.2,1003.0,79.0,20.0,6.75,175.0,11.0,1
27.6,31.1,1005.0,79.0,46.0,5.35,177.0,9.0,1
32.4,37.2,1000.0,57.0,92.0,7.7,169.0,7.7,1
32.2,35.8,999.0,54.0,100.0,4.83,178.0,5.0,1
29.5,33.5,999.0,68.0,100.0,6.91,162.0,8.0,1
26.9,29.7,1001.0,83.0,44.0,8.06,188.0,12.0,1
26.4,27.1,1001.0,75.0,87.0,4.72,250.0,8.0,1
31.9,34.2,998.0,50.0,37.0,4.89,230.0,7.0,1
26.1,26.7,1001.0,74.0,38.0,4.49,254.0,9.0,1
26.7,28.5,1002.0,71.0,96.0,2.7,232.0,4.0,1
33.3,36.6,999.0,49.0,98.0,4.5,194.0,5.0,1
31.2,35.1,999.0,59.0,100.0,4.86,171.0,7.0,1
29.9,33.6,1000.0,65.0,68.0,5.8,169.0,9.0,1
29.5,33.1,1000.0,66.0,79.0,7.67,184.0,12.0,1
29.1,32.0,1001.0,65.0,25.0,7.46,210.0,12.0,1
26.5,27.4,1002.0,85.0,100.0,3.02,190.0,7.0,1
29.9,33.2,1001.0,63.0,86.0,3.9,234.0,4.0,1
29.3,32.6,1002.0,66.0,93.0,3.37,265.0,5.0,1
28.4,31.4,1003.0,70.0,98.0,2.98,229.0,6.0,1
28.0,30.5,1004.0,69.0,95.0,4.36,217.0,7.0,1
30.4,34.4,1000.0,63.0,35.0,6.73,171.0,8.0,1
29.4,33.3,1001.0,68.0,25.0,7.19,183.0,9.0,1
27.6,30.5,1003.0,75.0,24.0,7.79,212.0,11.0,1
26.0,26.8,1002.0,83.0,100.0,3.15,242.0,7.0,1
26.0,26.8,1002.0,83.0,99.0,2.85,233.0,6.0,1
25.8,26.6,1003.0,85.0,100.0,2.44,215.0,4.0,1
25.9,26.8,1003.0,84.0,45.0,2.36,211.0,4.0,1
27.3,29.8,1004.0,75.0,70.0,3.34,248.0,7.0,1
32.6,36.5,1000.0,54.0,91.0,4.38,180.0,6.0,1
28.4,32.0,1001.0,74.0,38.0,6.96,187.0,9.0,1
26.7,29.3,1002.0,83.0,80.0,7.37,187.0,10.0,1
26.1,27.0,1003.0,84.0,100.0,7.47,200.0,10.0,1
25.3,26.2,1004.0,90.0,100.0,5.23,201.0,8.0,1
31.2,35.6,1001.0,61.0,62.0,6.51,173.0,7.0,1
29.2,33.3,1001.0,71.0,81.0,7.59,173.0,10.0,1
27.6,30.9,1003.0,78.0,96.0,7.75,203.0,11.0,1
25.8,26.8,1004.0,89.0,97.0,7.06,210.0,10.0,1
25.9,26.9,1005.0,90.0,100.0,5.01,204.0,7.0,1
25.7,26.5,1003.0,81.0,96.0,3.29,251.0,8.0,1
25.9,26.6,1004.0,81.0,100.0,3.0,247.0,8.0,1
30.7,35.7,1000.0,66.0,44.0,5.7,166.0,6.0,1
29.1,33.9,1000.0,75.0,20.0,6.15,167.0,7.0,1
27.5,30.8,1001.0,79.0,97.0,7.6,188.0,10.0,1
26.0,26.9,1003.0,88.0,100.0,8.14,203.0,11.0,1
25.3,26.3,1004.0,91.0,98.0,5.9,209.0,9.0,1
25.2,26.1,1004.0,89.0,100.0,5.01,205.0,9.0,1
25.3,26.2,1005.0,89.0,100.0,4.39,189.0,8.0,1
25.5,26.5,1004.0,89.0,100.0,2.64,197.0,7.0,1
24.9,25.8,1003.0,92.0,92.0,5.17,202.0,9.0,1
28.7,32.9,1002.0,74.0,74.0,6.55,165.0,9.0,1
27.8,31.4,1002.0,79.0,25.0,6.9,173.0,11.0,1
29.0,33.4,1003.0,74.0,25.0,5.73,168.0,8.0,1
27.2,30.5,1004.0,82.0,25.0,6.33,168.0,10.0,1
26.6,27.5,1006.0,85.0,25.0,4.89,184.0,8.0,1
26.9,29.7,1007.0,83.0,94.0,3.46,211.0,5.0,1
27.7,31.9,1003.0,83.0,25.0,5.58,160.0,8.0,1
30.2,35.5,1002.0,70.0,73.0,6.42,163.0,7.0,1
27.9,31.9,1003.0,81.0,15.0,6.11,170.0,10.0,1
27.4,30.9,1005.0,83.0,10.0,5.49,182.0,9.0,1
30.9,36.0,1002.0,65.0,14.0,4.37,181.0,6.0,1
27.9,31.6,1004.0,78.0,23.0,4.09,193.0,9.0,1
27.8,31.1,1004.0,77.0,6.0,5.2,217.0,10.0,1
27.4,30.7,1004.0,81.0,5.0,4.23,215.0,8.0,1
25.3,26.0,1003.0,80.0,47.0,3.99,267.0,9.0,1
25.5,26.2,1004.0,81.0,100.0,3.67,261.0,9.0,1
32.7,36.6,1003.0,53.0,25.0,3.34,282.0,4.0,1
33.4,36.9,1000.0,49.0,30.0,4.03,258.0,4.03,1
27.1,30.0,1003.0,81.0,16.0,4.42,203.0,8.0,1
26.6,27.5,1003.0,84.0,22.0,3.85,209.0,8.0,1
26.4,27.3,1002.0,85.0,25.0,2.97,223.0,7.0,1
26.2,27.1,1002.0,84.0,25.0,2.6,244.0,5.0,1
26.2,27.0,1001.0,84.0,25.0,2.47,254.0,4.0,1
27.4,29.8,1005.0,72.0,77.0,3.36,344.0,5.0,1
29.5,32.0,1005.0,61.0,95.0,2.87,295.0,4.0,1
31.9,36.2,1003.0,58.0,57.0,4.32,270.0,4.32,1
27.5,30.7,1004.0,78.0,28.0,4.33,185.0,8.0,1
26.8,29.7,1004.0,83.0,94.0,3.76,202.0,7.0,1
33.0,36.6,1000.0,51.0,100.0,5.36,206.0,7.0,1
29.7,34.0,1000.0,68.0,20.0,6.28,172.0,8.0,1
28.0,31.8,1002.0,78.0,28.0,6.76,171.0,10.0,1
27.5,31.0,1003.0,80.0,60.0,6.66,179.0,10.0,1
32.1,35.1,1002.0,52.0,25.0,2.52,235.0,5.0,1
32.9,35.9,1000.0,49.0,48.0,2.29,216.0,4.0,1
31.0,34.9,1000.0,60.0,94.0,5.5,169.0,5.5,1
28.1,31.9,1001.0,77.0,76.0,5.51,161.0,8.0,1
27.6,30.9,1002.0,79.0,93.0,5.24,179.0,8.0,1
27.5,30.5,1003.0,77.0,84.0,4.9,178.0,7.0,1
27.0,29.5,1004.0,78.0,28.0,4.41,171.0,7.0,1
26.8,29.3,1004.0,80.0,25.0,1.93,206.0,2.0,1
26.7,29.0,1004.0,80.0,25.0,1.88,279.0,2.0,1
32.6,36.3,1000.0,53.0,100.0,4.88,210.0,6.0,1
31.3,34.9,1001.0,58.0,95.0,5.13,202.0,8.0,1
30.8,34.2,1002.0,59.0,97.0,6.2,214.0,10.0,1
32.5,35.9,1001.0,52.0,100.0,5.53,170.0,5.53,1
31.3,35.9,1002.0,61.0,98.0,5.51,167.0,6.0,1
33.2,37.4,1001.0,52.0,25.0,5.84,154.0,5.84,1
32.1,36.2,1001.0,56.0,25.0,5.66,155.0,5.66,1
30.0,33.6,1002.0,64.0,25.0,5.75,155.0,7.0,1
28.5,32.0,1003.0,73.0,25.0,5.54,165.0,8.0,1
28.0,31.5,1004.0,77.0,25.0,5.11,168.0,8.0,1
31.5,36.4,1004.0,62.0,65.0,4.97,175.0,5.0,1
31.0,35.9,1003.0,64.0,53.0,4.24,172.0,5.0,1
31.3,36.5,1004.0,64.0,17.0,4.82,172.0,5.0,1
30.1,34.7,1003.0,68.0,97.0,5.64,164.0,7.0,1
28.8,32.8,1004.0,73.0,82.0,5.91,171.0,7.0,1
27.8,31.4,1005.0,78.0,99.0,4.39,143.0,5.0,1
26.5,27.5,1007.0,85.0,100.0,4.72,96.0,6.0,1
30.9,35.1,1008.0,62.0,19.0,0.53,46.0,5.2,1
34.3,37.1,1004.0,44.0,97.0,3.12,128.0,3.12,1
31.8,35.9,1004.0,57.0,98.0,5.24,150.0,5.24,1
30.6,35.0,1004.0,64.0,91.0,4.86,145.0,6.0,1
32.2,35.2,1005.0,52.0,100.0,4.3,99.0,4.3,1
25.8,26.6,1007.0,83.0,4.0,1.97,158.0,2.0,1
29.2,33.0,1005.0,69.0,82.0,1.86,142.0,2.0,1
28.0,31.5,1006.0,75.0,84.0,2.47,122.0,3.0,1
27.3,30.3,1006.0,79.0,79.0,2.37,105.0,3.0,1
27.0,29.7,1007.0,81.0,87.0,1.74,112.0,2.0,1
26.3,27.1,1006.0,82.0,33.0,3.32,177.0,5.0,1
25.9,26.7,1005.0,83.0,21.0,3.49,194.0,5.0,1
25.5,26.3,1005.0,85.0,84.0,4.03,217.0,6.0,1
25.2,26.1,1005.0,87.0,85.0,4.48,233.0,7.0,1
24.7,25.6,1006.0,90.0,86.0,4.24,235.0,6.0,1
23.5,24.4,1008.0,95.0,90.0,5.36,269.0,7.0,1
26.2,27.2,1005.0,86.0,25.0,2.0,82.0,2.0,1
26.3,27.1,1004.0,81.0,100.0,1.84,152.0,2.0,1
30.1,34.1,1004.0,65.0,96.0,2.96,75.0,2.96,1
28.3,32.1,1004.0,75.0,96.0,3.05,85.0,4.0,1
26.9,29.6,1005.0,82.0,58.0,3.04,97.0,4.0,1
26.2,27.0,1006.0,85.0,81.0,2.86,98.0,4.0,1
23.8,24.7,1006.0,93.0,25.0,2.71,295.0,4.0,1
31.2,34.9,1005.0,58.0,43.0,4.3,50.0,4.3,1
31.2,34.7,1004.0,58.0,30.0,4.93,63.0,5.0,1
30.7,34.3,1004.0,60.0,10.0,4.5,65.0,5.0,1
30.6,33.9,1005.0,60.0,8.0,4.28,67.0,4.28,1
31.6,34.6,1008.0,54.0,91.0,4.41,32.0,6.0,1
25.0,25.8,1009.0,86.0,25.0,2.35,38.0,3.0,1
30.7,33.8,1005.0,58.0,93.0,3.89,350.0,5.0,1
31.0,34.1,1005.0,57.0,96.0,2.28,26.0,4.0,1
27.8,30.1,1007.0,68.0,48.0,3.43,68.0,7.0,1
24.7,25.6,1008.0,90.0,25.0,1.12,48.0,1.12,1
26.6,27.4,1006.0,81.0,7.0,3.06,100.0,6.0,1
24.2,25.0,1006.0,90.0,7.0,1.91,4.0,1.91,1
31.0,34.8,1004.0,60.0,55.0,4.41,74.0,5.0,1
30.2,34.2,1004.0,65.0,57.0,4.44,78.0,5.0,1
26.0,26.8,1006.0,84.0,18.0,3.57,68.0,7.0,1
25.5,26.4,1007.0,86.0,24.0,3.09,63.0,7.0,1
24.9,25.7,1008.0,89.0,25.0,2.62,72.0,5.0,1
24.9,25.8,1008.0,89.0,25.0,2.37,57.0,6.0,1
24.7,25.6,1007.0,90.0,17.0,2.57,45.0,6.0,1
24.2,25.1,1007.0,94.0,100.0,2.13,66.0,6.0,1
23.6,24.5,1006.0,96.0,100.0,2.08,28.0,4.0,1
23.4,24.2,1009.0,92.0,100.0,1.84,23.0,2.0,1
23.3,24.1,1009.0,92.0,99.0,1.74,32.0,2.0,1
29.1,30.2,984.0,53.0,24.0,8.03,266.0,11.0,1
30.7,31.9,982.0,49.0,100.0,2.57,129.0,3.0,1
32.0,33.0,981.0,44.0,47.0,1.64,323.0,1.64,1
31.1,32.4,982.0,48.0,34.0,1.69,97.0,1.69,1
29.8,31.8,982.0,56.0,38.0,2.85,116.0,4.0,1
31.7,33.6,984.0,49.0,9.0,2.66,296.0,3.0,1
34.2,35.6,980.0,39.0,95.0,3.43,1.0,3.43,1
33.9,35.6,980.0,41.0,75.0,2.67,302.0,3.0,1
29.5,31.6,981.0,58.0,100.0,5.35,267.0,6.0,1
27.0,28.8,982.0,70.0,100.0,1.5,225.0,2.0,1
25.1,25.8,984.0,84.0,100.0,5.65,170.0,7.0,1
33.2,35.5,980.0,46.0,70.0,0.73,336.0,2.0,1
27.6,29.8,980.0,68.0,95.0,4.79,269.0,6.0,1
25.5,26.2,981.0,79.0,98.0,2.89,260.0,4.0,1
25.0,25.8,982.0,83.0,100.0,1.75,229.0,2.0,1
24.0,24.9,983.0,95.0,100.0,3.03,166.0,4.0,1
24.4,25.3,984.0,91.0,100.0,4.98,160.0,7.0,1
23.6,24.4,983.0,91.0,100.0,3.5,198.0,5.0,1
35.4,37.4,981.0,38.0,71.0,3.44,309.0,4.0,1
32.8,35.4,979.0,48.0,100.0,2.03,83.0,2.03,1
32.1,34.8,979.0,51.0,100.0,1.4,67.0,1.4,1
31.6,33.9,979.0,51.0,100.0,1.11,133.0,1.11,1
28.7,31.9,982.0,68.0,51.0,2.6,129.0,6.0,1
28.9,31.9,982.0,67.0,28.0,1.54,124.0,3.0,1
28.2,31.0,981.0,70.0,68.0,0.49,98.0,2.8,1
28.0,30.5,981.0,69.0,86.0,0.55,114.0,1.6,1
28.0,30.6,981.0,70.0,100.0,0.2,42.0,2.0,1
27.8,30.1,981.0,69.0,87.0,1.82,302.0,2.0,1
27.9,30.0,982.0,66.0,81.0,2.91,304.0,5.0,1
27.4,29.3,982.0,67.0,95.0,2.94,293.0,6.0,1
31.2,33.2,980.0,51.0,100.0,3.95,149.0,4.0,1
29.2,31.4,981.0,60.0,100.0,3.74,147.0,5.0,1
28.9,31.2,981.0,62.0,100.0,2.8,164.0,5.0,1
29.1,31.5,982.0,62.0,100.0,1.75,150.0,2.0,1
28.5,31.0,983.0,65.0,100.0,4.42,159.0,6.0,1
28.1,30.6,983.0,68.0,75.0,1.4,166.0,3.0,1
27.8,30.2,983.0,69.0,25.0,0.92,192.0,1.0,1
28.2,30.5,983.0,66.0,79.0,1.0,220.0,1.0,1
28.3,30.6,982.0,65.0,100.0,2.01,255.0,3.0,1
28.8,30.3,981.0,57.0,100.0,3.27,283.0,8.0,1
29.6,30.8,981.0,52.0,22.0,5.71,295.0,11.0,1
28.7,29.9,980.0,55.0,61.0,5.89,289.0,11.0,1
25.9,26.2,981.0,64.0,14.0,4.5,276.0,10.0,1
30.5,32.7,979.0,55.0,25.0,2.18,158.0,3.0,1
29.1,31.7,980.0,63.0,25.0,2.6,150.0,6.0,1
28.7,31.4,981.0,65.0,22.0,1.91,160.0,4.0,1
27.7,30.4,980.0,73.0,100.0,1.14,160.0,1.14,1
27.4,30.0,980.0,75.0,97.0,1.89,179.0,2.0,1
27.4,30.0,980.0,74.0,25.0,1.96,207.0,3.0,1
27.2,29.7,981.0,74.0,25.0,1.68,223.0,2.0,1
26.9,29.3,979.0,78.0,23.0,1.88,164.0,3.0,1
26.7,29.0,979.0,78.0,65.0,0.85,174.0,1.0,1
26.7,28.8,980.0,75.0,25.0,1.39,184.0,1.39,1
31.6,34.4,980.0,53.0,100.0,1.92,27.0,2.0,1
31.1,33.8,981.0,55.0,100.0,2.5,19.0,4.0,1
29.9,32.8,981.0,61.0,25.0,3.24,74.0,5.0,1
27.5,30.1,983.0,74.0,38.0,2.56,91.0,5.0,1
27.9,30.9,984.0,74.0,25.0,1.96,134.0,3.0,1
27.7,30.6,984.0,75.0,43.0,1.38,137.0,1.38,1
27.0,29.6,983.0,78.0,29.0,1.36,211.0,1.36,1
27.2,29.9,983.0,76.0,25.0,0.88,166.0,1.0,1
26.9,29.2,982.0,77.0,25.0,1.1,197.0,1.1,1
26.6,27.3,981.0,76.0,25.0,1.35,231.0,1.35,1
26.5,27.1,981.0,76.0,94.0,1.4,267.0,1.4,1
26.8,28.9,982.0,75.0,100.0,1.6,250.0,1.6,1
26.8,28.9,982.0,74.0,100.0,1.43,254.0,1.43,1
26.9,29.0,982.0,74.0,97.0,1.21,244.0,1.21,1
27.7,30.1,983.0,70.0,24.0,1.61,248.0,2.0,1
27.5,30.1,983.0,74.0,100.0,1.04,224.0,2.0,1
27.8,30.4,982.0,71.0,100.0,1.51,272.0,3.0,1
28.5,31.1,981.0,66.0,100.0,0.93,294.0,2.0,1
29.9,32.6,981.0,60.0,91.0,0.42,1.0,2.0,1
30.9,33.8,980.0,56.0,100.0,1.07,267.0,1.07,1
28.9,30.9,982.0,60.0,100.0,0.65,247.0,1.0,1
34.4,36.2,978.0,40.0,96.0,0.2,80.0,2.0,1
31.4,33.7,979.0,52.0,100.0,1.62,293.0,2.0,1
30.2,32.1,980.0,54.0,57.0,2.34,320.0,3.0,1
30.0,31.6,981.0,53.0,100.0,0.91,93.0,1.0,1
29.3,31.3,982.0,58.0,17.0,1.93,159.0,2.0,1
24.5,25.2,981.0,83.0,8.0,1.38,289.0,1.38,1
34.6,37.4,978.0,43.0,80.0,3.74,196.0,3.74,1
26.4,27.1,982.0,78.0,42.0,2.22,213.0,3.0,1
26.2,27.0,982.0,80.0,50.0,1.42,193.0,2.0,1
31.8,35.3,977.0,55.0,100.0,3.22,202.0,5.0,1
30.4,33.7,978.0,60.0,29.0,4.42,244.0,7.0,1
27.1,29.5,978.0,76.0,33.0,6.57,263.0,10.0,1
25.7,26.5,981.0,84.0,39.0,4.96,278.0,9.0,1
24.9,25.8,983.0,89.0,94.0,5.51,313.0,8.0,1
24.4,25.3,983.0,90.0,92.0,6.62,290.0,10.0,1
24.4,25.1,982.0,88.0,100.0,4.45,275.0,11.0,1
25.4,26.3,981.0,88.0,88.0,2.05,284.0,5.0,1
25.7,26.6,981.0,86.0,100.0,1.61,273.0,2.0,1
26.0,26.8,980.0,83.0,80.0,1.65,252.0,2.0,1
25.9,26.7,980.0,82.0,76.0,1.7,254.0,2.0,1
25.9,26.7,980.0,81.0,62.0,1.94,267.0,3.0,1
28.8,30.9,978.0,61.0,25.0,3.45,318.0,7.0,1
28.2,29.9,979.0,62.0,25.0,3.34,308.0,7.0,1
27.9,29.4,979.0,61.0,25.0,2.94,300.0,7.0,1
27.8,29.2,980.0,60.0,25.0,2.64,291.0,5.0,1
27.2,28.5,980.0,62.0,39.0,2.6,282.0,4.0,1
26.5,27.0,980.0,67.0,82.0,1.42,249.0,1.42,1
26.8,28.7,979.0,72.0,95.0,2.44,271.0,5.0,1
25.1,25.6,980.0,75.0,87.0,5.46,280.0,10.0,1
25.6,26.1,980.0,72.0,86.0,5.97,282.0,10.0,1
26.3,26.8,977.0,68.0,85.0,3.16,279.0,7.0,1
26.0,26.5,978.0,70.0,98.0,2.77,283.0,5.0,1
28.1,30.3,979.0,66.0,82.0,0.77,196.0,1.0,1
29.6,32.2,978.0,61.0,100.0,3.22,180.0,5.0,1
28.1,30.0,981.0,64.0,38.0,4.17,242.0,10.0,1
27.5,29.2,981.0,65.0,29.0,6.28,253.0,12.0,1
28.2,29.9,980.0,61.0,42.0,5.92,259.0,10.0,1
26.8,28.4,979.0,68.0,89.0,5.89,267.0,11.0,1
26.1,26.6,981.0,69.0,44.0,6.26,265.0,12.0,1
26.1,26.6,982.0,70.0,56.0,6.11,259.0,12.0,1
26.7,28.3,983.0,69.0,74.0,6.02,253.0,12.0,1
26.3,26.7,979.0,66.0,17.0,5.22,279.0,11.0,1
26.0,26.4,980.0,66.0,25.0,4.94,273.0,11.0,1
25.8,26.2,980.0,67.0,25.0,5.19,270.0,12.0,1
27.6,28.9,981.0,60.0,91.0,3.05,268.0,5.0,1
27.5,28.5,979.0,58.0,90.0,2.28,252.0,4.0,1
27.5,28.5,979.0,58.0,25.0,3.24,277.0,8.0,1
31.2,32.3,979.0,47.0,92.0,4.83,260.0,10.0,1
30.8,32.0,980.0,49.0,60.0,4.33,268.0,10.0,1
32.3,34.9,978.0,50.0,60.0,5.41,266.0,9.0,1
30.5,32.6,979.0,54.0,99.0,6.61,270.0,11.0,1
30.1,32.1,980.0,55.0,44.0,6.13,265.0,10.0,1
28.3,30.3,981.0,63.0,66.0,6.53,249.0,11.0,1
26.1,26.7,982.0,74.0,60.0,5.47,259.0,11.0,1
34.3,36.5,979.0,42.0,100.0,5.76,296.0,7.0,1
32.5,34.8,978.0,48.0,99.0,4.65,312.0,7.0,1
30.4,33.2,979.0,58.0,87.0,1.62,217.0,4.0,1
29.8,32.5,979.0,60.0,51.0,1.27,274.0,5.0,1
27.4,29.8,981.0,72.0,30.0,1.18,165.0,2.0,1
25.9,26.7,982.0,83.0,61.0,2.26,199.0,4.0,1
25.3,26.1,982.0,85.0,100.0,2.21,240.0,7.0,1
24.6,25.4,982.0,87.0,100.0,3.35,259.0,8.0,1
25.2,26.0,982.0,83.0,98.0,3.21,259.0,9.0,1
26.0,26.8,981.0,81.0,100.0,2.44,240.0,8.0,1
26.0,26.8,980.0,81.0,52.0,2.65,270.0,9.0,1
25.6,26.3,980.0,80.0,100.0,2.92,258.0,8.0,1
25.7,26.5,980.0,80.0,100.0,1.94,245.0,5.0,1
25.6,26.3,981.0,79.0,90.0,2.1,238.0,4.0,1
27.1,29.4,980.0,75.0,100.0,2.96,165.0,4.0,1
25.8,26.6,980.0,83.0,100.0,2.9,168.0,4.0,1
25.7,26.5,981.0,84.0,100.0,2.33,168.0,4.0,1
25.8,26.6,981.0,84.0,53.0,2.86,179.0,5.0,1
25.7,26.5,981.0,82.0,92.0,1.79,212.0,3.0,1
34.3,36.5,977.0,42.0,53.0,3.75,293.0,5.0,1
34.0,36.3,978.0,43.0,90.0,2.03,265.0,3.0,1
31.2,34.0,978.0,55.0,100.0,1.15,217.0,1.15,1
29.4,32.0,980.0,62.0,36.0,3.08,121.0,4.0,1
27.5,30.0,980.0,72.0,89.0,2.58,151.0,4.0,1
27.9,30.6,980.0,71.0,98.0,3.4,161.0,7.0,1
25.5,26.1,980.0,77.0,25.0,2.67,274.0,6.0,1
25.3,25.9,981.0,77.0,87.0,2.93,260.0,6.0,1
25.6,26.1,981.0,75.0,55.0,3.82,262.0,9.0,1
30.3,32.3,981.0,54.0,94.0,1.44,103.0,1.44,1
28.4,30.5,982.0,63.0,100.0,2.79,112.0,4.0,1
27.0,28.9,983.0,71.0,100.0,2.63,145.0,7.0,1
26.9,29.2,984.0,75.0,93.0,2.34,219.0,5.0,1
27.0,29.2,983.0,73.0,25.0,2.62,235.0,5.0,1
33.0,35.7,978.0,48.0,90.0,1.65,268.0,2.0,1
32.9,35.5,979.0,48.0,54.0,0.99,288.0,2.0,1
29.2,31.6,982.0,61.0,24.0,1.47,158.0,2.0,1
28.2,30.5,982.0,65.0,25.0,1.62,196.0,2.0,1
26.2,26.7,981.0,70.0,25.0,1.69,273.0,1.69,1
25.4,25.9,982.0,73.0,25.0,2.17,278.0,2.17,1
31.8,34.7,983.0,53.0,76.0,3.14,269.0,3.14,1
32.2,35.7,979.0,54.0,100.0,2.34,147.0,3.0,1
27.4,30.1,983.0,76.0,42.0,4.08,171.0,7.0,1
